Ranking,UserID,PageValue,OutDegree,InDegree
173,499,4.034e-04,269,269
174,480,4.033e-04,270,270
175,3027,4.019e-04,168,168
176,2111,3.994e-04,174,174
177,442,3.965e-04,233,233
178,1076,3.944e-04,253,253
179,924,3.940e-04,240,240
180,4618,3.915e-04,206,206
181,378,3.878e-04,229,229
182,300,3.878e-04,253,253
183,723,3.864e-04,230,230
184,402,3.852e-04,172,172
185,243,3.850e-04,243,243
186,20805,3.847e-04,74,74
187,716,3.800e-04,234,234
188,1050,3.795e-04,220,220
189,1137,3.788e-04,226,226
190,2736,3.782e-04,178,178
191,454,3.778e-04,227,227
192,2773,3.768e-04,168,168
193,5020,3.760e-04,87,87
194,1077,3.743e-04,243,243
195,2015,3.724e-04,119,119
196,146,3.718e-04,239,239
197,676,3.676e-04,258,258
198,910,3.665e-04,125,125
199,880,3.661e-04,135,135
200,8557,3.636e-04,50,50
201,3844,3.633e-04,139,139
202,1084,3.629e-04,230,230
203,473,3.623e-04,232,232
204,186,3.590e-04,229,229
205,83,3.586e-04,201,201
206,700,3.568e-04,231,231
207,5053,3.558e-04,129,129
208,575,3.552e-04,217,217
209,16625,3.528e-04,45,45
210,948,3.528e-04,169,169
211,804,3.523e-04,219,219
212,192,3.503e-04,190,190
213,470,3.481e-04,228,228
214,551,3.480e-04,219,219
215,8556,3.478e-04,72,72
216,1213,3.478e-04,218,218
217,780,3.474e-04,227,227
218,1899,3.448e-04,225,225
219,525,3.423e-04,214,214
220,277,3.408e-04,136,136
221,672,3.390e-04,211,211
222,355,3.387e-04,216,216
223,678,3.384e-04,212,212
224,487,3.382e-04,221,221
225,240,3.377e-04,227,227
226,116,3.377e-04,229,229
227,1138,3.364e-04,219,219
228,172,3.341e-04,187,187
229,3354,3.319e-04,181,181
230,1478,3.316e-04,228,228
231,596,3.306e-04,215,215
232,2601,3.300e-04,167,167
233,1,3.269e-04,70,70
234,490,3.264e-04,223,223
235,326,3.234e-04,192,192
236,1559,3.231e-04,167,167
237,913,3.230e-04,204,204
238,549,3.213e-04,210,210
239,26576,3.212e-04,84,84
240,449,3.199e-04,174,174
241,621,3.192e-04,145,145
242,4737,3.186e-04,175,175
243,404,3.184e-04,207,207
244,593,3.183e-04,186,186
245,1470,3.176e-04,137,137
246,822,3.170e-04,190,190
247,336,3.167e-04,205,205
248,438,3.150e-04,178,178
249,46,3.146e-04,112,112
250,1185,3.145e-04,183,183
251,4183,3.139e-04,130,130
252,562,3.138e-04,203,203
253,586,3.136e-04,207,207
254,919,3.129e-04,118,118
255,1216,3.077e-04,205,205
256,1771,3.045e-04,185,185
257,960,3.044e-04,143,143
258,165,3.035e-04,166,166
259,666,3.033e-04,180,180
260,889,3.026e-04,191,191
261,876,3.022e-04,132,132
262,1027,3.013e-04,165,165
263,1026,3.002e-04,198,198
264,560,3.001e-04,167,167
265,81,2.998e-04,120,120
266,386,2.965e-04,164,164
267,406,2.963e-04,145,145
268,391,2.958e-04,131,131
269,4681,2.941e-04,184,184
270,16201,2.930e-04,96,96
271,4027,2.930e-04,145,145
272,1340,2.922e-04,180,180
273,875,2.920e-04,133,133
274,9504,2.901e-04,93,93
275,264,2.898e-04,172,172
276,144,2.892e-04,146,146
277,430,2.872e-04,181,181
278,462,2.869e-04,180,180
279,250,2.831e-04,200,200
280,2510,2.823e-04,158,158
281,504,2.823e-04,177,177
282,1118,2.816e-04,178,178
283,564,2.800e-04,181,181
284,35675,2.787e-04,43,43
285,441,2.782e-04,172,172
286,922,2.781e-04,136,136
287,4154,2.781e-04,124,124
288,1049,2.775e-04,172,172
289,79,2.767e-04,119,119
290,950,2.764e-04,106,106
291,1162,2.760e-04,174,174
292,884,2.747e-04,162,162
293,4093,2.743e-04,92,92
294,664,2.737e-04,173,173
295,425,2.727e-04,162,162
296,9135,2.726e-04,49,49
297,1813,2.723e-04,119,119
298,1193,2.716e-04,170,170
299,519,2.709e-04,167,167
300,111,2.706e-04,175,175
301,1737,2.703e-04,173,173
302,11812,2.703e-04,92,92
303,498,2.702e-04,165,165
304,492,2.689e-04,168,168
305,194,2.685e-04,181,181
306,4876,2.674e-04,44,44
307,86,2.674e-04,125,125
308,1180,2.671e-04,178,178
309,1552,2.666e-04,143,143
310,620,2.666e-04,145,145
311,1111,2.662e-04,157,157
312,335,2.657e-04,168,168
313,6893,2.645e-04,150,150
314,393,2.643e-04,157,157
315,692,2.627e-04,184,184
316,1308,2.617e-04,149,149
317,1767,2.616e-04,144,144
318,3016,2.613e-04,159,159
319,426,2.608e-04,160,160
320,1122,2.602e-04,147,147
321,489,2.600e-04,176,176
322,477,2.590e-04,163,163
323,488,2.587e-04,171,171
324,879,2.587e-04,101,101
325,1071,2.579e-04,162,162
326,2740,2.574e-04,162,162
327,1108,2.563e-04,125,125
328,2720,2.559e-04,100,100
329,1104,2.533e-04,158,158
330,572,2.532e-04,166,166
331,180,2.529e-04,158,158
332,1032,2.523e-04,158,158
333,145,2.523e-04,133,133
334,2088,2.516e-04,94,94
335,16202,2.507e-04,83,83
336,1168,2.501e-04,147,147
337,573,2.488e-04,161,161
338,3742,2.486e-04,146,146
339,388,2.482e-04,163,163
340,1297,2.481e-04,157,157
341,284,2.480e-04,135,135
342,409,2.475e-04,141,141
343,319,2.447e-04,168,168
344,345,2.446e-04,155,155
345,645,2.442e-04,146,146
346,54,2.438e-04,102,102
347,101,2.434e-04,86,86
348,794,2.430e-04,155,155
349,479,2.425e-04,160,160
350,787,2.414e-04,162,162
351,533,2.410e-04,143,143
352,4232,2.410e-04,99,99
353,1560,2.404e-04,119,119
354,714,2.397e-04,174,174
355,984,2.396e-04,130,130
356,1320,2.393e-04,147,147
357,1566,2.387e-04,164,164
358,918,2.385e-04,121,121
359,1835,2.379e-04,155,155
360,4735,2.377e-04,165,165
361,143,2.375e-04,138,138
362,2189,2.374e-04,131,131
363,234,2.366e-04,156,156
364,624,2.363e-04,147,147
365,824,2.363e-04,138,138
366,1430,2.362e-04,144,144
367,5051,2.353e-04,52,52
368,261,2.339e-04,149,149
369,1030,2.334e-04,143,143
370,3604,2.332e-04,144,144
371,53,2.332e-04,111,111
372,563,2.328e-04,147,147
373,15198,2.311e-04,62,62
374,420,2.310e-04,141,141
375,245,2.308e-04,138,138
376,1036,2.302e-04,150,150
377,368,2.298e-04,138,138
378,244,2.297e-04,121,121
379,1765,2.293e-04,139,139
380,450,2.286e-04,151,151
381,677,2.286e-04,137,137
382,293,2.276e-04,136,136
383,5536,2.276e-04,139,139
384,556,2.273e-04,147,147
385,681,2.272e-04,147,147
386,707,2.272e-04,132,132
387,73,2.254e-04,127,127
388,3258,2.243e-04,66,66
389,418,2.237e-04,139,139
390,1341,2.236e-04,146,146
391,171,2.228e-04,149,149
392,263,2.218e-04,135,135
393,508,2.216e-04,137,137
394,510,2.212e-04,138,138
395,2081,2.211e-04,156,156
396,228,2.207e-04,142,142
397,684,2.206e-04,148,148
398,2568,2.201e-04,144,144
399,115,2.201e-04,126,126
400,4747,2.199e-04,123,123
401,1070,2.197e-04,135,135
402,653,2.196e-04,141,141
403,10281,2.192e-04,78,78
404,1068,2.190e-04,144,144
405,446,2.187e-04,137,137
406,674,2.182e-04,157,157
407,229,2.177e-04,140,140
408,614,2.175e-04,133,133
409,4524,2.174e-04,140,140
410,1252,2.160e-04,123,123
411,26584,2.158e-04,62,62
412,4262,2.157e-04,32,32
413,5384,2.156e-04,142,142
414,1970,2.156e-04,46,46
415,2728,2.154e-04,77,77
416,5410,2.146e-04,149,149
417,1259,2.137e-04,43,43
418,1439,2.130e-04,124,124
419,1401,2.128e-04,118,118
420,1459,2.114e-04,121,121
421,591,2.110e-04,137,137
422,675,2.109e-04,128,128
423,2186,2.102e-04,30,30
424,5203,2.102e-04,133,133
425,22587,2.091e-04,47,47
426,2610,2.079e-04,115,115
427,2916,2.078e-04,114,114
428,1048,2.074e-04,135,135
429,3743,2.074e-04,133,133
430,344,2.068e-04,133,133
431,2953,2.066e-04,137,137
432,736,2.064e-04,121,121
433,5614,2.064e-04,119,119
434,842,2.062e-04,132,132
435,14862,2.059e-04,54,54
436,5050,2.058e-04,45,45
437,2715,2.051e-04,59,59
438,398,2.051e-04,134,134
439,2091,2.047e-04,127,127
440,205,2.043e-04,127,127
441,2777,2.042e-04,136,136
442,2977,2.037e-04,130,130
443,1087,2.027e-04,126,126
444,5434,2.027e-04,136,136
445,1094,2.021e-04,137,137
446,2651,2.020e-04,120,120
447,928,2.016e-04,74,74
448,5217,2.012e-04,138,138
449,13634,2.011e-04,24,24
450,354,2.010e-04,126,126
451,6084,2.002e-04,38,38
452,390,1.997e-04,35,35
453,2669,1.989e-04,122,122
454,762,1.987e-04,116,116
455,8558,1.981e-04,47,47
456,1198,1.980e-04,126,126
457,26854,1.974e-04,58,58
458,3310,1.974e-04,134,134
459,1217,1.972e-04,116,116
460,4223,1.970e-04,127,127
461,4124,1.970e-04,97,97
462,271,1.969e-04,119,119
463,357,1.968e-04,121,121
464,565,1.962e-04,134,134
465,904,1.961e-04,123,123
466,3075,1.956e-04,122,122
467,3680,1.953e-04,127,127
468,24811,1.951e-04,53,53
469,3108,1.950e-04,117,117
470,9500,1.950e-04,35,35
471,3295,1.947e-04,68,68
472,1471,1.945e-04,137,137
473,1069,1.943e-04,130,130
474,662,1.940e-04,120,120
475,1040,1.931e-04,124,124
476,1667,1.931e-04,124,124
477,1367,1.927e-04,115,115
478,816,1.920e-04,129,129
479,2750,1.918e-04,123,123
480,235,1.910e-04,123,123
481,183,1.908e-04,117,117
482,1359,1.908e-04,58,58
483,2047,1.908e-04,75,75
484,9044,1.906e-04,35,35
485,168,1.905e-04,123,123
486,2619,1.899e-04,123,123
487,688,1.898e-04,121,121
488,1652,1.891e-04,103,103
489,1043,1.886e-04,114,114
490,7991,1.886e-04,111,111
491,852,1.886e-04,116,116
492,1101,1.882e-04,119,119
493,1306,1.880e-04,122,122
494,5220,1.878e-04,118,118
495,582,1.875e-04,123,123
496,1628,1.872e-04,113,113
497,576,1.867e-04,117,117
498,1208,1.866e-04,104,104
499,5259,1.863e-04,123,123
500,5027,1.863e-04,35,35
501,550,1.853e-04,119,119
502,603,1.845e-04,105,105
503,4227,1.840e-04,82,82
504,382,1.836e-04,120,120
505,719,1.832e-04,115,115
506,23364,1.831e-04,102,102
507,1458,1.829e-04,118,118
508,5733,1.826e-04,114,114
509,131,1.825e-04,108,108
510,1000,1.820e-04,65,65
511,745,1.813e-04,115,115
512,599,1.812e-04,109,109
513,417,1.812e-04,113,113
514,771,1.811e-04,109,109
515,2045,1.810e-04,109,109
516,6831,1.806e-04,46,46
517,26811,1.803e-04,35,35
518,27,1.800e-04,78,78
519,1833,1.800e-04,74,74
520,861,1.800e-04,104,104
521,1637,1.797e-04,115,115
522,315,1.797e-04,116,116
523,3133,1.797e-04,109,109
524,4534,1.794e-04,112,112
525,773,1.792e-04,100,100
526,1842,1.791e-04,110,110
527,1234,1.788e-04,108,108
528,2577,1.787e-04,113,113
529,239,1.784e-04,99,99
530,595,1.783e-04,112,112
531,2294,1.776e-04,95,95
532,138,1.772e-04,98,98
533,604,1.770e-04,105,105
534,1728,1.769e-04,121,121
535,280,1.768e-04,94,94
536,2741,1.766e-04,105,105
537,1103,1.764e-04,112,112
538,1387,1.759e-04,114,114
539,2572,1.756e-04,114,114
540,509,1.756e-04,111,111
541,340,1.755e-04,101,101
542,457,1.750e-04,96,96
543,21580,1.749e-04,54,54
544,472,1.746e-04,119,119
545,1097,1.745e-04,112,112
546,2550,1.744e-04,91,91
547,4676,1.742e-04,112,112
548,3028,1.735e-04,105,105
549,2263,1.734e-04,110,110
550,2096,1.728e-04,100,100
551,5052,1.717e-04,56,56
552,25323,1.716e-04,62,62
553,1195,1.713e-04,100,100
554,1657,1.710e-04,108,108
555,570,1.704e-04,105,105
556,2477,1.700e-04,114,114
557,642,1.697e-04,108,108
558,2690,1.695e-04,110,110
559,1057,1.695e-04,103,103
560,1056,1.695e-04,104,104
561,685,1.692e-04,104,104
562,715,1.691e-04,113,113
563,502,1.691e-04,101,101
564,267,1.690e-04,76,76
565,2052,1.689e-04,121,121
566,118,1.689e-04,102,102
567,2296,1.688e-04,65,65
568,4166,1.687e-04,102,102
569,4193,1.686e-04,99,99
570,269,1.686e-04,107,107
571,2264,1.684e-04,91,91
572,1836,1.683e-04,115,115
573,523,1.683e-04,102,102
574,712,1.679e-04,102,102
575,1044,1.679e-04,108,108
576,5,1.677e-04,62,62
577,8032,1.677e-04,41,41
578,2948,1.677e-04,112,112
579,779,1.671e-04,110,110
580,9,1.671e-04,39,39
581,3036,1.668e-04,94,94
582,6405,1.668e-04,73,73
583,796,1.668e-04,104,104
584,772,1.666e-04,106,106
585,828,1.666e-04,106,106
586,2935,1.665e-04,101,101
587,6289,1.665e-04,66,66
588,1114,1.662e-04,111,111
589,949,1.661e-04,101,101
590,658,1.660e-04,108,108
591,1191,1.659e-04,103,103
592,173,1.658e-04,106,106
593,2595,1.649e-04,105,105
594,2271,1.647e-04,66,66
595,2954,1.645e-04,106,106
596,287,1.642e-04,75,75
597,19467,1.640e-04,46,46
598,1527,1.634e-04,92,92
599,2160,1.633e-04,90,90
600,1476,1.629e-04,106,106
601,5075,1.628e-04,105,105
602,1691,1.627e-04,107,107
603,2165,1.627e-04,94,94
604,252,1.622e-04,106,106
605,5406,1.621e-04,97,97
606,1653,1.620e-04,103,103
607,9861,1.619e-04,33,33
608,3143,1.618e-04,98,98
609,3216,1.616e-04,109,109
610,1291,1.614e-04,98,98
611,531,1.614e-04,89,89
612,7428,1.613e-04,77,77
613,1814,1.611e-04,94,94
614,1072,1.610e-04,108,108
615,1190,1.609e-04,98,98
616,923,1.605e-04,94,94
617,615,1.605e-04,92,92
618,279,1.604e-04,74,74
619,797,1.604e-04,109,109
620,2056,1.604e-04,105,105
621,1127,1.602e-04,103,103
622,4616,1.601e-04,104,104
623,4216,1.601e-04,65,65
624,2051,1.600e-04,105,105
625,958,1.600e-04,75,75
626,2049,1.599e-04,111,111
627,193,1.599e-04,94,94
628,493,1.598e-04,101,101
629,8560,1.596e-04,37,37
630,4197,1.593e-04,85,85
631,7082,1.592e-04,107,107
632,1145,1.589e-04,110,110
633,4378,1.589e-04,104,104
634,2061,1.587e-04,89,89
635,4621,1.586e-04,21,21
636,2267,1.586e-04,105,105
637,6565,1.586e-04,98,98
638,2489,1.580e-04,108,108
639,1179,1.578e-04,100,100
640,724,1.577e-04,96,96
641,2615,1.576e-04,89,89
642,7028,1.567e-04,103,103
643,579,1.567e-04,90,90
644,14835,1.564e-04,107,107
645,30172,1.563e-04,18,18
646,14893,1.563e-04,36,36
647,224,1.562e-04,97,97
648,2929,1.553e-04,105,105
649,92,1.552e-04,69,69
650,22463,1.550e-04,81,81
651,2924,1.549e-04,107,107
652,4687,1.548e-04,88,88
653,1045,1.546e-04,101,101
654,313,1.544e-04,100,100
655,5684,1.538e-04,99,99
656,3251,1.538e-04,52,52
657,14840,1.537e-04,107,107
658,1464,1.537e-04,96,96
659,8566,1.535e-04,40,40
660,5943,1.532e-04,87,87
661,512,1.531e-04,94,94
662,2654,1.531e-04,92,92
663,1368,1.530e-04,99,99
664,521,1.529e-04,81,81
665,1697,1.528e-04,98,98
666,803,1.524e-04,99,99
667,1902,1.524e-04,92,92
668,1159,1.520e-04,90,90
669,2642,1.519e-04,98,98
670,1586,1.517e-04,93,93
671,8326,1.514e-04,47,47
672,4480,1.513e-04,78,78
673,9341,1.512e-04,86,86
674,1373,1.510e-04,96,96
675,969,1.510e-04,73,73
676,1171,1.509e-04,89,89
677,26897,1.507e-04,43,43
678,1323,1.507e-04,64,64
679,456,1.506e-04,100,100
680,4224,1.503e-04,60,60
681,4132,1.500e-04,86,86
682,10893,1.499e-04,37,37
683,1110,1.498e-04,96,96
684,6231,1.498e-04,62,62
685,3776,1.498e-04,93,93
686,1933,1.498e-04,106,106
687,2228,1.493e-04,93,93
688,1428,1.489e-04,92,92
689,8315,1.488e-04,62,62
690,2635,1.487e-04,76,76
691,1051,1.486e-04,84,84
692,164,1.486e-04,93,93
693,4677,1.486e-04,90,90
694,631,1.482e-04,100,100
695,5382,1.480e-04,96,96
696,11191,1.480e-04,87,87
697,13633,1.479e-04,38,38
698,1063,1.479e-04,90,90
699,6653,1.473e-04,90,90
700,5256,1.473e-04,97,97
701,1481,1.472e-04,82,82
702,1210,1.469e-04,91,91
703,6125,1.469e-04,68,68
704,1422,1.469e-04,82,82
705,687,1.467e-04,92,92
706,122,1.467e-04,95,95
707,4056,1.460e-04,90,90
708,513,1.456e-04,81,81
709,1154,1.454e-04,93,93
710,1601,1.454e-04,81,81
711,5333,1.451e-04,90,90
712,4904,1.451e-04,30,30
713,2229,1.451e-04,81,81
714,5070,1.449e-04,26,26
715,7130,1.448e-04,96,96
716,6250,1.446e-04,95,95
717,1939,1.444e-04,80,80
718,12800,1.443e-04,76,76
719,1176,1.442e-04,87,87
720,7986,1.442e-04,87,87
721,3100,1.441e-04,89,89
722,3267,1.439e-04,47,47
723,4272,1.437e-04,25,25
724,2612,1.437e-04,92,92
725,1438,1.434e-04,95,95
726,7155,1.433e-04,93,93
727,1236,1.432e-04,86,86
728,1389,1.431e-04,88,88
729,527,1.431e-04,85,85
730,10815,1.430e-04,39,39
731,5277,1.429e-04,93,93
732,2082,1.426e-04,99,99
733,5830,1.425e-04,32,32
734,1763,1.425e-04,79,79
735,3128,1.425e-04,85,85
736,2288,1.424e-04,72,72
737,13635,1.423e-04,26,26
738,1205,1.423e-04,85,85
739,2254,1.421e-04,68,68
740,1189,1.421e-04,88,88
741,2528,1.419e-04,86,86
742,5042,1.418e-04,41,41
743,1885,1.417e-04,77,77
744,640,1.417e-04,91,91
745,2055,1.417e-04,103,103
746,638,1.416e-04,93,93
747,4753,1.415e-04,93,93
748,2580,1.413e-04,85,85
749,13637,1.413e-04,28,28
750,1461,1.410e-04,86,86
751,3208,1.405e-04,80,80
752,559,1.400e-04,86,86
753,6998,1.400e-04,84,84
754,1816,1.398e-04,94,94
755,4156,1.398e-04,88,88
756,2576,1.398e-04,81,81
757,5023,1.396e-04,25,25
758,6357,1.396e-04,87,87
759,2937,1.394e-04,95,95
760,20157,1.393e-04,32,32
761,1164,1.393e-04,80,80
762,1314,1.392e-04,88,88
763,1245,1.388e-04,84,84
764,6930,1.386e-04,94,94
765,197,1.385e-04,91,91
766,221,1.384e-04,77,77
767,185,1.380e-04,82,82
768,6833,1.380e-04,77,77
769,28825,1.380e-04,18,18
770,3035,1.378e-04,86,86
771,3050,1.377e-04,75,75
772,830,1.375e-04,88,88
773,14841,1.375e-04,84,84
774,1788,1.372e-04,80,80
775,4513,1.372e-04,84,84
776,5222,1.369e-04,86,86
777,704,1.368e-04,73,73
778,36135,1.366e-04,13,13
779,455,1.364e-04,84,84
780,839,1.362e-04,89,89
781,3057,1.362e-04,62,62
782,1558,1.358e-04,85,85
783,497,1.357e-04,89,89
784,5276,1.357e-04,81,81
785,770,1.354e-04,83,83
786,568,1.350e-04,86,86
787,890,1.350e-04,82,82
788,2570,1.350e-04,81,81
789,577,1.349e-04,86,86
790,3334,1.347e-04,66,66
791,2733,1.344e-04,88,88
792,4739,1.343e-04,87,87
793,465,1.343e-04,80,80
794,26911,1.343e-04,32,32
795,5029,1.340e-04,29,29
796,5695,1.338e-04,84,84
797,10833,1.337e-04,84,84
798,808,1.335e-04,84,84
799,1871,1.333e-04,85,85
800,1321,1.333e-04,87,87
801,1760,1.332e-04,81,81
802,1864,1.332e-04,88,88
803,6026,1.330e-04,84,84
804,1170,1.328e-04,88,88
805,5218,1.328e-04,91,91
806,177,1.327e-04,85,85
807,2975,1.326e-04,92,92
808,5853,1.325e-04,56,56
809,940,1.324e-04,81,81
810,6957,1.324e-04,92,92
811,1951,1.324e-04,86,86
812,2837,1.323e-04,29,29
813,1060,1.322e-04,90,90
814,4704,1.321e-04,90,90
815,1332,1.320e-04,78,78
816,744,1.318e-04,82,82
817,4531,1.316e-04,82,82
818,4182,1.316e-04,75,75
819,2075,1.314e-04,84,84
820,505,1.312e-04,79,79
821,466,1.312e-04,79,79
822,1961,1.312e-04,77,77
823,364,1.311e-04,79,79
824,4521,1.311e-04,81,81
825,13424,1.311e-04,52,52
826,2743,1.311e-04,90,90
827,5225,1.309e-04,44,44
828,3999,1.309e-04,84,84
829,5021,1.307e-04,24,24
830,18778,1.307e-04,38,38
831,1883,1.307e-04,80,80
832,4603,1.306e-04,72,72
833,4864,1.305e-04,82,82
834,4645,1.304e-04,38,38
835,5260,1.302e-04,91,91
836,2650,1.302e-04,82,82
837,7515,1.301e-04,81,81
838,885,1.300e-04,71,71
839,408,1.298e-04,77,77
840,1316,1.298e-04,79,79
841,1158,1.297e-04,80,80
842,1228,1.296e-04,64,64
843,1424,1.295e-04,80,80
844,13640,1.295e-04,38,38
845,3486,1.294e-04,74,74
846,1132,1.288e-04,80,80
847,651,1.287e-04,81,81
848,11666,1.285e-04,86,86
849,2046,1.283e-04,79,79
850,1668,1.283e-04,65,65
851,1562,1.282e-04,84,84
852,4718,1.281e-04,86,86
853,871,1.279e-04,77,77
854,1112,1.278e-04,64,64
855,36150,1.275e-04,12,12
856,2593,1.273e-04,81,81
857,12110,1.272e-04,37,37
858,3263,1.270e-04,84,84
859,917,1.270e-04,72,72
860,936,1.269e-04,73,73
861,6921,1.269e-04,72,72
862,2066,1.268e-04,78,78
863,166,1.268e-04,72,72
864,730,1.266e-04,75,75
865,1572,1.266e-04,79,79
866,1222,1.263e-04,80,80
867,2686,1.260e-04,84,84
868,2613,1.260e-04,74,74
869,9154,1.260e-04,85,85
870,2996,1.259e-04,80,80
871,10959,1.257e-04,64,64
872,281,1.257e-04,73,73
873,156,1.256e-04,64,64
874,1966,1.256e-04,75,75
875,8071,1.255e-04,69,69
876,290,1.254e-04,61,61
877,934,1.252e-04,84,84
878,2603,1.251e-04,83,83
879,1783,1.251e-04,55,55
880,2275,1.250e-04,79,79
881,1083,1.250e-04,79,79
882,751,1.250e-04,73,73
883,3214,1.247e-04,77,77
884,1165,1.247e-04,83,83
885,484,1.246e-04,71,71
886,1090,1.244e-04,80,80
887,1736,1.244e-04,81,81
888,3352,1.242e-04,36,36
889,1042,1.233e-04,76,76
890,2472,1.231e-04,76,76
891,6934,1.231e-04,81,81
892,4556,1.230e-04,65,65
893,907,1.230e-04,72,72
894,13396,1.230e-04,20,20
