Ranking,UserID,OutDegree,InDegree
164,373,2,0
165,374,2,0
166,375,2,0
167,376,2,0
168,377,3,0
169,378,2,0
170,379,2,0
171,380,2,0
172,381,2,0
173,382,2,0
174,383,2,0
175,384,2,0
176,385,2,0
177,386,2,0
178,387,2,0
179,391,4,1
180,402,1,1
181,403,1,1
182,404,1,1
183,405,2,2
184,406,2,2
185,413,2,0
186,414,6,0
187,419,2,0
188,420,3,0
189,2733,2,3
190,2753,2,2
191,2755,2,2
192,2757,2,2
193,2760,2,2
194,2765,3,1
195,2767,3,1
196,2771,3,1
197,2773,3,1
198,2775,3,1
199,2777,3,1
200,2779,3,1
201,2782,3,1
202,2784,3,1
203,2786,3,1
204,2788,3,1
205,2791,3,1
206,2794,2,2
207,2799,2,3
208,2802,3,1
209,2806,3,1
210,2819,3,0
211,2838,3,1
212,2842,1,2
213,2843,1,1
214,2844,1,1
215,2845,2,2
216,2847,3,0
217,2848,2,28
218,2849,3,27
219,2850,4,26
220,2851,5,25
221,2852,6,24
222,2853,7,23
223,2854,8,22
224,2855,9,21
225,2856,10,20
226,2857,11,19
227,2858,2,0
228,2860,13,17
229,2861,14,16
230,2862,15,15
231,2863,16,14
232,2864,17,13
233,2865,18,12
234,2866,19,11
235,2867,20,10
236,2868,21,9
237,2869,22,8
238,2885,2,1
239,2886,2,1
240,2887,3,0
241,2888,2,0
242,2889,3,0
243,2890,2,0
244,2893,23,7
245,2894,24,6
246,2895,25,5
247,2896,26,4
248,2897,27,3
249,2903,2,0
250,2904,2,0
251,2906,2,0
252,716,1,1
253,3022,2,0
254,3028,3,0
255,2956,2,1
256,3020,2,0
257,3006,1,0
258,2923,8,1
259,57,14,3
260,3015,9,4
261,68,2,0
262,426,1,2
263,428,1,2
264,430,1,2
265,432,1,2
266,434,1,2
267,436,1,2
268,441,1,2
269,443,1,2
270,445,1,2
271,447,1,2
272,449,1,2
273,451,1,2
274,453,1,1
275,459,1,2
276,461,1,2
277,463,1,2
278,465,1,2
279,467,1,2
280,469,1,2
281,471,1,2
282,473,1,2
283,475,1,2
284,477,1,2
285,479,1,2
286,481,1,2
287,483,1,2
288,485,1,2
289,487,1,2
290,489,1,2
291,491,1,2
292,493,1,2
293,495,1,2
294,497,1,2
295,499,1,2
296,501,1,2
297,503,1,2
298,505,1,2
299,507,1,2
300,509,1,1
301,517,1,2
302,519,1,2
303,521,1,2
304,523,1,2
305,525,1,2
306,527,1,2
307,529,1,2
308,531,1,2
309,533,1,2
310,535,1,2
311,537,1,2
312,539,1,2
313,541,1,2
314,543,1,2
315,545,1,2
316,547,1,2
317,549,1,1
318,553,1,2
319,555,1,2
320,557,1,2
321,559,1,2
322,561,1,2
323,563,1,2
324,565,1,2
325,567,1,2
326,569,1,2
327,571,1,2
328,573,1,2
329,575,1,2
330,577,1,2
331,579,1,2
332,581,1,2
333,583,1,2
334,585,1,2
335,587,1,2
336,589,1,2
337,591,1,2
338,593,1,2
339,595,1,2
340,597,1,2
341,599,1,2
342,601,1,1
343,604,1,2
344,606,1,2
345,608,1,2
346,610,1,2
347,612,1,2
348,614,1,2
349,616,1,2
350,618,1,2
351,620,1,2
352,622,1,2
353,624,1,2
354,626,1,2
355,628,1,2
356,630,1,2
357,632,1,2
358,634,1,1
359,637,1,2
360,639,1,2
361,641,1,2
362,643,1,2
363,645,1,2
364,647,1,2
365,649,1,2
366,651,1,2
367,653,1,2
368,655,1,2
369,657,1,2
370,659,1,2
371,661,1,2
372,663,1,2
373,665,1,2
374,667,1,2
375,669,1,2
376,671,1,2
377,673,1,2
378,675,1,2
379,677,1,2
380,679,1,2
381,681,1,2
382,683,1,2
383,685,1,1
384,689,1,2
385,691,1,2
386,693,1,2
387,695,1,2
388,697,1,2
389,699,1,2
390,701,1,2
391,703,1,2
392,705,1,2
393,707,1,2
394,709,1,2
395,711,1,1
396,720,1,2
397,722,1,2
398,724,1,2
399,726,1,2
400,728,1,2
401,730,1,2
402,732,1,2
403,734,1,2
404,736,1,2
405,738,1,2
406,740,1,2
407,742,1,2
408,744,1,1
409,747,1,2
410,749,1,2
411,751,1,2
412,753,1,2
413,758,1,2
414,760,1,2
415,762,1,2
416,764,1,2
417,766,1,2
418,768,1,2
419,770,1,2
420,772,1,2
421,774,1,2
422,776,1,2
423,778,1,2
424,780,1,2
425,782,1,2
426,784,1,2
427,786,1,2
428,788,1,2
429,790,1,2
430,792,1,2
431,794,1,2
432,796,1,2
433,798,1,2
434,800,1,2
435,802,1,2
436,804,1,2
437,806,1,2
438,808,1,2
439,810,1,2
440,814,1,2
441,816,1,2
442,818,1,2
443,820,1,2
444,822,1,2
445,824,1,2
446,826,1,2
447,828,1,2
448,830,1,2
449,832,1,2
450,834,1,2
451,836,1,2
452,838,1,2
453,840,1,2
454,842,1,2
455,844,1,2
456,846,1,2
457,848,1,2
458,850,1,2
459,852,1,2
460,854,1,2
461,856,1,2
462,858,1,2
463,860,1,2
464,862,1,1
465,874,1,2
466,876,1,2
467,878,1,2
468,880,1,2
469,882,1,2
470,884,1,2
471,886,1,2
472,888,1,2
473,890,1,2
474,892,1,2
475,894,1,2
476,896,1,2
477,898,1,2
478,900,1,2
479,902,1,2
480,904,1,2
481,906,1,2
482,908,1,2
483,910,1,2
484,912,1,2
485,914,1,2
486,916,1,2
487,918,1,2
488,920,1,2
489,922,1,2
490,924,1,2
491,926,1,2
492,928,1,2
493,930,1,1
494,935,1,2
495,937,1,2
496,939,1,2
497,941,1,2
498,943,1,2
499,945,1,2
500,947,1,2
501,949,1,2
502,951,1,2
503,953,1,2
504,955,1,2
505,957,1,2
506,959,1,2
507,961,1,2
508,963,1,2
509,965,1,2
510,967,1,2
511,969,1,2
512,971,1,2
513,973,1,2
514,975,1,2
515,977,1,2
516,979,1,2
517,981,1,2
518,983,1,2
519,987,1,2
520,989,1,2
521,991,1,2
522,993,1,2
523,995,1,2
524,997,1,2
525,999,1,2
526,1001,1,2
527,1003,1,2
528,1005,1,2
529,1007,1,2
530,1009,1,2
531,1011,1,2
532,1013,1,2
533,1015,1,2
534,1017,1,2
535,1019,1,2
536,1021,1,2
537,1023,1,2
538,1025,1,2
539,1027,1,2
540,1029,1,2
541,1031,1,2
542,1033,1,2
543,1035,1,2
544,1037,1,1
545,1040,1,2
546,1042,1,2
547,1044,1,2
548,1046,1,2
549,1048,1,2
550,1050,1,2
551,1052,1,2
552,1054,1,2
553,1056,1,2
554,1058,1,2
555,1060,1,2
556,1062,1,2
557,1064,1,2
558,1066,1,2
559,1068,1,2
560,1070,1,2
561,1072,1,2
562,1074,1,2
563,1076,1,2
564,1078,1,2
565,1080,1,2
566,1082,1,2
567,1084,1,2
568,1086,1,2
569,1088,1,1
570,1093,1,2
571,1095,1,2
572,1097,1,2
573,1099,1,2
574,1101,1,2
575,1103,1,2
576,1105,1,2
577,1107,1,2
578,1109,1,2
579,1111,1,2
580,1113,1,2
581,1115,1,2
582,1117,1,2
583,1119,1,2
584,1121,1,2
585,1123,1,2
586,1125,1,2
587,1127,1,2
588,1129,1,2
589,1131,1,2
590,1133,1,2
591,1135,1,2
592,1139,1,2
593,1141,1,2
594,1143,1,2
595,1145,1,2
596,1147,1,2
597,1149,1,2
598,1151,1,2
599,1153,1,2
600,1155,1,2
601,1157,1,2
602,1159,1,2
603,1161,1,2
604,1163,1,2
605,1165,1,2
606,1167,1,2
607,1169,1,2
608,1171,1,2
609,1173,1,2
610,1175,1,2
611,1177,1,2
612,1179,1,2
613,1181,1,2
614,1183,1,2
615,1185,1,2
616,1187,1,1
617,1190,1,2
618,1192,1,2
619,1194,1,2
620,1196,1,2
621,1198,1,2
622,1200,1,2
623,1202,1,2
624,1204,1,2
625,1206,1,2
626,1208,1,2
627,1210,1,2
628,1212,1,2
629,1214,1,2
630,1216,1,2
631,1218,1,2
632,1220,1,2
633,1222,1,2
634,1224,1,2
635,1226,1,2
636,1228,1,2
637,1230,1,2
638,1232,1,2
639,1234,1,2
640,1236,1,2
641,1238,1,2
642,1242,1,2
643,1244,1,2
644,1246,1,2
645,1248,1,2
646,1250,1,2
647,1252,1,2
648,1254,1,2
649,1256,1,2
650,1258,1,2
651,1260,1,2
652,1262,1,2
653,1264,1,2
654,1266,1,2
655,1268,1,2
656,1270,1,2
657,1272,1,2
658,1274,1,2
659,1276,1,2
660,1278,1,2
661,1280,1,2
662,1282,1,2
663,1284,1,2
664,1286,1,2
665,1288,1,2
666,1290,1,2
667,1294,1,2
668,1296,1,2
669,1298,1,2
670,1300,1,2
671,1302,1,2
672,1304,1,2
673,1306,1,2
674,1308,1,2
675,1310,1,2
676,1312,1,2
677,1314,1,2
678,1316,1,2
679,1318,1,2
680,1320,1,2
681,1322,1,2
682,1324,1,2
683,1326,1,2
684,1328,1,2
685,1330,1,2
686,1332,1,2
687,1334,1,2
688,1336,1,2
689,1338,1,2
690,1341,1,2
691,1343,1,2
692,1345,1,2
693,1349,1,2
694,1351,1,2
695,1353,1,2
696,1355,1,2
697,1357,1,2
698,1359,1,2
699,1361,1,2
700,1363,1,2
701,1365,1,2
702,1367,1,2
703,1369,1,2
704,1371,1,2
705,1373,1,2
706,1375,1,2
707,1377,1,2
708,1379,1,2
709,1381,1,2
710,1383,1,2
711,1385,1,2
712,1387,1,2
713,1389,1,2
714,1391,1,2
715,1393,1,2
716,1395,1,2
717,1397,1,1
718,1400,1,2
719,1402,1,2
720,1404,1,2
721,1406,1,2
722,1408,1,2
723,1410,1,2
724,1412,1,2
725,1414,1,2
726,1416,1,2
727,1418,1,2
728,1420,1,2
729,1422,1,2
730,1424,1,2
731,1426,1,2
732,1428,1,2
733,1430,1,2
734,1432,1,2
735,1434,1,2
736,1436,1,2
737,1438,1,2
738,1440,1,2
739,1442,1,2
740,1444,1,2
741,1446,1,2
742,1448,1,2
743,1450,1,2
744,1454,1,2
745,1456,1,2
746,1458,1,2
747,1460,1,2
748,1462,1,2
749,1464,1,2
750,1466,1,2
751,1468,1,2
752,1470,1,2
753,1472,1,2
754,1474,1,2
755,1476,1,2
756,1478,1,2
757,1480,1,2
758,1482,1,2
759,1484,1,2
760,1486,1,2
761,1488,1,2
762,1490,1,2
763,1492,1,2
764,1494,1,2
765,1496,1,2
766,1498,1,2
767,1500,1,2
768,1502,1,2
769,1506,1,2
770,1508,1,2
771,1510,1,2
772,1512,1,2
773,1514,1,2
774,1516,1,2
775,1518,1,2
776,1520,1,2
777,1522,1,2
778,1524,1,2
779,1526,1,2
780,1528,1,2
781,1530,1,2
782,1532,1,2
783,1534,1,2
784,1536,1,2
785,1538,1,2
786,1540,1,2
787,1542,1,2
788,1544,1,2
789,1546,1,2
790,1548,1,2
791,1550,1,2
792,1552,1,2
793,1554,1,2
794,1556,1,2
795,1558,1,2
796,1560,1,2
797,1562,1,2
798,1564,1,2
799,1566,1,2
800,1568,1,2
801,1570,1,2
802,1572,1,2
803,1574,1,1
804,1577,1,2
805,1579,1,2
806,1581,1,2
807,1583,1,2
808,1585,1,2
809,1587,1,2
810,1589,1,2
811,1591,1,2
812,1593,1,2
813,1595,1,2
814,1597,1,2
815,1599,1,2
816,1601,1,2
817,1603,1,2
818,1605,1,2
819,1607,1,2
820,1609,1,2
821,1611,1,2
822,1613,1,2
823,1615,1,2
824,1617,1,2
825,1619,1,2
826,1621,1,2
827,1623,1,2
828,1625,1,2
829,1627,1,2
830,1629,1,2
831,1633,1,2
832,1635,1,2
833,1637,1,2
834,1639,1,2
835,1641,1,2
836,1643,1,2
837,1645,1,2
838,1647,1,2
839,1649,1,2
840,1651,1,2
841,1653,1,2
842,1655,1,2
843,1657,1,2
844,1659,1,2
845,1661,1,2
846,1663,1,2
847,1665,1,2
848,1667,1,2
849,1669,1,2
850,1671,1,2
851,1673,1,2
852,1675,1,2
853,1677,1,2
854,1679,1,2
855,1681,1,1
856,1684,1,2
857,1686,1,2
858,1688,1,2
859,1690,1,2
860,1692,1,2
861,1694,1,2
862,1696,1,2
863,1698,1,2
864,1700,1,2
865,1702,1,2
866,1704,1,2
867,1706,1,2
868,1708,1,2
869,1710,1,2
870,1712,1,2
871,1714,1,2
872,1716,1,2
873,1718,1,2
874,1720,1,2
875,1722,1,2
876,1724,1,2
877,1726,1,2
878,1728,1,2
879,1730,1,2
880,1732,1,1
881,1735,1,2
882,1737,1,2
883,1739,1,2
884,1741,1,2
885,1743,1,2
886,1745,1,2
887,1747,1,2
888,1749,1,2
889,1751,1,2
890,1753,1,2
891,1755,1,2
892,1757,1,2
893,1759,1,2
894,1761,1,2
895,1763,1,2
896,1765,1,2
897,1767,1,2
898,1769,1,2
899,1771,1,2
900,1773,1,2
901,1775,1,2
902,1777,1,2
903,1779,1,2
904,1781,1,2
905,1783,1,2
906,1787,1,2
907,1789,1,2
908,1791,1,2
909,1793,1,2
910,1795,1,2
911,1797,1,2
912,1799,1,2
913,1801,1,2
914,1803,1,2
915,1805,1,2
916,1807,1,2
917,1809,1,2
918,1811,1,2
919,1813,1,2
920,1815,1,2
921,1817,1,2
922,1819,1,2
923,1821,1,2
924,1823,1,2
925,1825,1,2
926,1827,1,2
927,1829,1,2
928,1831,1,2
929,1833,1,2
930,1835,1,2
931,1837,1,2
932,1839,1,2
933,1841,1,2
934,1843,1,2
935,1845,1,2
936,1847,1,2
937,1851,1,2
938,1853,1,2
939,1855,1,2
940,1857,1,2
941,1859,1,2
942,1861,1,2
943,1863,1,2
944,1865,1,2
945,1867,1,2
946,1869,1,2
947,1871,1,2
948,1873,1,2
949,1875,1,2
950,1877,1,2
951,1879,1,2
952,1881,1,2
953,1883,1,2
954,1885,1,2
955,1887,1,2
956,1889,1,2
957,1891,1,2
958,1893,1,2
959,1895,1,2
960,1897,1,2
961,1899,1,2
962,1901,1,2
963,1903,1,2
964,1905,1,1
965,1908,1,2
966,1910,1,2
967,1912,1,2
968,1914,1,2
969,1916,1,2
970,1918,1,2
971,1920,1,2
972,1922,1,2
973,1924,1,2
974,1926,1,2
975,1928,1,2
976,1930,1,2
977,1932,1,2
978,1934,1,2
979,1936,1,2
980,1938,1,2
981,1940,1,2
982,1942,1,2
983,1944,1,2
984,1946,1,2
985,1948,1,2
986,1950,1,2
987,1952,1,2
988,1954,1,2
989,1956,1,1
990,1959,1,2
991,1961,1,2
992,1963,1,2
993,1965,1,2
994,1967,1,2
995,1969,1,2
996,1971,1,2
997,1973,1,2
998,1975,1,2
999,1977,1,2
1000,1979,1,2
1001,1981,1,2
1002,1983,1,2
1003,1985,1,2
1004,1987,1,2
1005,1989,1,2
1006,1991,1,2
1007,1993,1,2
1008,1995,1,2
1009,1997,1,2
1010,1999,1,2
1011,2001,1,2
1012,2003,1,2
1013,2005,1,2
1014,2007,1,1
1015,2010,1,2
1016,2012,1,2
1017,2014,1,2
1018,2016,1,2
1019,2018,1,2
1020,2020,1,2
1021,2022,1,2
1022,2024,1,2
1023,2026,1,2
1024,2028,1,2
1025,2030,1,2
1026,2032,1,2
1027,2034,1,2
1028,2036,1,2
1029,2038,1,2
1030,2040,1,2
1031,2042,1,2
1032,2044,1,2
1033,2046,1,2
1034,2048,1,2
1035,2050,1,2
1036,2052,1,2
1037,2054,1,2
1038,2056,1,2
1039,2058,1,1
1040,2061,1,2
1041,2063,1,2
1042,2065,1,2
1043,2067,1,2
1044,2069,1,2
1045,2071,1,2
1046,2073,1,2
1047,2075,1,2
1048,2077,1,2
1049,2079,1,2
1050,2081,1,2
1051,2083,1,2
1052,2085,1,2
1053,2087,1,2
1054,2089,1,2
1055,2091,1,2
1056,2093,1,2
1057,2095,1,2
1058,2097,1,2
1059,2099,1,2
1060,2101,1,2
1061,2103,1,2
1062,2105,1,2
1063,2107,1,2
1064,2109,1,2
1065,2113,1,2
1066,2115,1,2
1067,2117,1,2
1068,2119,1,2
1069,2121,1,2
1070,2123,1,2
1071,2125,1,2
1072,2127,1,2
1073,2129,1,2
1074,2131,1,2
1075,2133,1,2
1076,2135,1,2
1077,2137,1,2
1078,2139,1,2
1079,2141,1,2
1080,2143,1,2
1081,2145,1,2
1082,2147,1,2
1083,2149,1,2
1084,2151,1,2
1085,2153,1,2
1086,2155,1,2
1087,2157,1,2
1088,2159,1,2
1089,2161,1,1
1090,2164,1,2
1091,2166,1,2
1092,2168,1,2
1093,2170,1,2
1094,2172,1,2
1095,2174,1,2
1096,2176,1,2
1097,2178,1,2
1098,2180,1,2
1099,2182,1,2
1100,2184,1,2
1101,2186,1,2
1102,2188,1,2
1103,2190,1,2
1104,2192,1,2
1105,2194,1,2
1106,2196,1,2
1107,2198,1,2
1108,2200,1,2
1109,2202,1,2
1110,2204,1,2
1111,2206,1,2
1112,2208,1,2
1113,2210,1,2
1114,2212,1,1
1115,2215,1,2
1116,2217,1,2
1117,2219,1,2
1118,2221,1,2
1119,2223,1,2
1120,2225,1,2
1121,2227,1,2
1122,2229,1,2
1123,2231,1,2
1124,2233,1,2
1125,2235,1,2
1126,2237,1,2
1127,2239,1,2
1128,2241,1,2
1129,2243,1,2
1130,2245,1,2
1131,2247,1,2
1132,2249,1,2
1133,2251,1,2
1134,2253,1,2
1135,2255,1,2
1136,2257,1,2
1137,2259,1,2
1138,2261,1,2
1139,2263,1,1
1140,2266,1,2
1141,2268,1,2
1142,2270,1,2
1143,2272,1,2
1144,2274,1,2
1145,2276,1,2
1146,2278,1,2
1147,2280,1,2
1148,2282,1,2
1149,2284,1,2
1150,2286,1,2
1151,2288,1,2
1152,2290,1,2
1153,2292,1,2
1154,2294,1,2
1155,2296,1,2
1156,2298,1,2
1157,2300,1,2
1158,2302,1,2
1159,2304,1,2
1160,2306,1,2
1161,2308,1,2
1162,2310,1,2
1163,2312,1,2
1164,2314,1,1
1165,2317,1,2
1166,2319,1,2
1167,2321,1,2
1168,2323,1,2
1169,2325,1,2
1170,2327,1,2
1171,2329,1,2
1172,2331,1,2
1173,2333,1,2
1174,2335,1,2
1175,2337,1,2
1176,2339,1,2
1177,2341,1,2
1178,2343,1,2
1179,2345,1,2
1180,2347,1,2
1181,2349,1,2
1182,2351,1,2
1183,2353,1,2
1184,2355,1,2
1185,2357,1,2
1186,2359,1,2
1187,2361,1,2
1188,2363,1,2
1189,2365,1,2
1190,2367,1,2
1191,2369,1,2
1192,2371,1,1
1193,2374,1,2
1194,2376,1,2
1195,2378,1,2
1196,2380,1,2
1197,2382,1,2
1198,2384,1,2
1199,2386,1,2
1200,2388,1,2
1201,2390,1,2
1202,2392,1,2
1203,2394,1,2
1204,2396,1,2
1205,2398,1,2
1206,2400,1,2
1207,2402,1,2
1208,2404,1,2
1209,2406,1,2
1210,2408,1,2
1211,2410,1,2
1212,2412,1,2
1213,2414,1,2
1214,2416,1,2
1215,2418,1,2
1216,2420,1,2
1217,2422,1,1
1218,2425,1,2
1219,2427,1,2
1220,2429,1,2
1221,2431,1,2
1222,2433,1,2
1223,2435,1,2
1224,2437,1,2
1225,2439,1,2
1226,2441,1,2
1227,2443,1,2
1228,2445,1,2
1229,2447,1,2
1230,2449,1,2
1231,2451,1,2
1232,2453,1,2
1233,2455,1,2
1234,2457,1,2
1235,2459,1,2
1236,2461,1,2
1237,2463,1,2
1238,2465,1,2
1239,2467,1,2
1240,2469,1,2
1241,2471,1,2
1242,2473,1,2
1243,2477,1,2
1244,2479,1,2
1245,2481,1,2
1246,2483,1,2
1247,2485,1,2
1248,2487,1,2
1249,2489,1,2
1250,2491,1,2
1251,2493,1,2
1252,2495,1,2
1253,2497,1,2
1254,2499,1,2
1255,2501,1,2
1256,2503,1,2
1257,2505,1,2
1258,2507,1,2
1259,2509,1,2
1260,2511,1,2
1261,2513,1,2
1262,2515,1,2
1263,2517,1,2
1264,2519,1,2
1265,2521,1,2
1266,2523,1,1
1267,2527,1,2
1268,2529,1,2
1269,2531,1,2
1270,2533,1,2
1271,2535,1,2
1272,2537,1,2
1273,2539,1,2
1274,2541,1,2
1275,2543,1,2
1276,2545,1,2
1277,2547,1,2
1278,2549,1,2
1279,2551,1,2
1280,2553,1,2
1281,2555,1,2
1282,2557,1,2
1283,2559,1,2
1284,2561,1,2
1285,2563,1,2
1286,2565,1,2
1287,2567,1,2
1288,2569,1,2
1289,2571,1,2
1290,2573,1,2
1291,2575,1,1
1292,2578,1,2
1293,2580,1,2
1294,2582,1,2
1295,2584,1,2
1296,2586,1,2
1297,2588,1,2
1298,2590,1,2
1299,2592,1,2
1300,2594,1,2
1301,2596,1,2
1302,2598,1,2
1303,2600,1,2
1304,2602,1,2
1305,2604,1,2
1306,2606,1,2
1307,2608,1,2
1308,2610,1,2
1309,2612,1,2
1310,2614,1,2
1311,2616,1,2
1312,2618,1,2
1313,2620,1,2
1314,2622,1,2
1315,2624,1,2
1316,2626,1,1
1317,2629,1,2
1318,2631,1,2
1319,2633,1,2
1320,2635,1,2
1321,2637,1,2
1322,2639,1,2
1323,2641,1,2
1324,2643,1,2
1325,2645,1,2
1326,2647,1,2
1327,2649,1,2
1328,2651,1,2
1329,2653,1,2
1330,2655,1,2
1331,2657,1,2
1332,2659,1,2
1333,2661,1,2
1334,2663,1,2
1335,2665,1,2
1336,2667,1,2
1337,2669,1,2
1338,2671,1,2
1339,2673,1,2
1340,2675,1,2
1341,2677,1,1
1342,2680,1,2
1343,2682,1,2
1344,2684,1,2
1345,2686,1,2
1346,2688,1,2
1347,2690,1,2
1348,2692,1,2
1349,2694,1,2
1350,2696,1,2
1351,2698,1,2
1352,2700,1,2
1353,2702,1,2
1354,2704,1,2
1355,2706,1,2
1356,2708,1,2
1357,2710,1,2
1358,2712,1,2
1359,2714,1,2
1360,2716,1,2
1361,2718,1,2
1362,2720,1,2
1363,2722,1,2
1364,2724,1,2
1365,2726,1,2
1366,2728,1,2
1367,2730,1,1
1368,2741,1,2
1369,2743,1,2
1370,2745,1,1
1371,2747,1,2
1372,2749,1,2
1373,2751,1,2
1374,2910,1,0
1375,2939,1,1
1376,3005,1,1
1377,10,8,2
1378,2882,12,2
1379,66,7,2
1380,398,6,2
1381,409,2,2
1382,417,2,1
1383,2931,1,1
1384,2941,1,2
1385,2993,1,0
