Ranking,UserID,PageValue,OutDegree,InDegree
205,1863,2.349e-04,0,16
206,2837,2.349e-04,0,11
207,186,2.344e-04,0,10
208,3767,2.342e-04,9,10
209,4996,2.334e-04,0,19
210,3253,2.334e-04,10,14
211,290,2.332e-04,0,19
212,567,2.329e-04,10,21
213,937,2.327e-04,2,10
214,5248,2.326e-04,0,9
215,3128,2.322e-04,10,9
216,2904,2.312e-04,10,15
217,4765,2.307e-04,10,14
218,697,2.304e-04,1,20
219,378,2.303e-04,0,14
220,4609,2.302e-04,10,22
221,6323,2.301e-04,10,24
222,720,2.300e-04,0,17
223,2836,2.296e-04,10,10
224,3885,2.295e-04,0,16
225,1533,2.288e-04,0,21
226,538,2.288e-04,0,20
227,4798,2.282e-04,0,17
228,3091,2.279e-04,0,9
229,1769,2.274e-04,0,9
230,5353,2.273e-04,0,11
231,1156,2.272e-04,0,5
232,3548,2.271e-04,1,11
233,3075,2.266e-04,9,19
234,1099,2.266e-04,0,3
235,50,2.255e-04,0,3
236,250,2.252e-04,0,6
237,174,2.250e-04,0,18
238,860,2.243e-04,0,17
239,1751,2.242e-04,0,10
240,694,2.239e-04,0,18
241,7858,2.236e-04,10,8
242,1502,2.234e-04,0,14
243,2684,2.234e-04,9,13
244,44,2.226e-04,0,17
245,4391,2.226e-04,0,18
246,4654,2.219e-04,0,6
247,2867,2.218e-04,0,15
248,3428,2.216e-04,0,10
249,786,2.215e-04,8,15
250,3004,2.214e-04,0,16
251,993,2.213e-04,0,16
252,4407,2.212e-04,10,11
253,4003,2.204e-04,0,9
254,459,2.199e-04,0,9
255,223,2.198e-04,9,15
256,3439,2.195e-04,0,9
257,456,2.191e-04,0,9
258,128,2.191e-04,10,19
259,633,2.186e-04,10,15
260,8662,2.182e-04,0,3
261,3216,2.180e-04,0,16
262,1614,2.177e-04,10,18
263,4143,2.175e-04,0,9
264,3684,2.175e-04,10,9
265,2010,2.173e-04,0,8
266,114,2.172e-04,0,9
267,288,2.169e-04,0,19
268,5884,2.167e-04,8,22
269,33,2.167e-04,0,13
270,2853,2.166e-04,10,15
271,2505,2.162e-04,0,14
272,3484,2.160e-04,10,10
273,1700,2.158e-04,0,8
274,1995,2.157e-04,0,3
275,265,2.153e-04,10,14
276,520,2.151e-04,0,9
277,4084,2.151e-04,0,4
278,2169,2.142e-04,0,20
279,677,2.136e-04,0,17
280,5403,2.136e-04,9,13
281,1151,2.135e-04,10,15
282,8383,2.135e-04,0,3
283,90,2.134e-04,10,15
284,5060,2.131e-04,4,8
285,5038,2.130e-04,10,3
286,1777,2.127e-04,0,9
287,1968,2.122e-04,0,23
288,3184,2.122e-04,0,14
289,132,2.121e-04,10,23
290,140,2.121e-04,0,10
291,390,2.119e-04,10,14
292,966,2.116e-04,0,12
293,2365,2.115e-04,10,16
294,1667,2.114e-04,0,5
295,5026,2.111e-04,10,15
296,241,2.109e-04,0,16
297,8342,2.105e-04,9,12
298,1835,2.104e-04,9,9
299,382,2.102e-04,0,17
300,5711,2.098e-04,0,13
301,5784,2.098e-04,1,3
302,1411,2.096e-04,0,7
303,2620,2.092e-04,10,10
304,125,2.091e-04,10,11
305,644,2.086e-04,0,15
306,94,2.085e-04,10,14
307,6355,2.084e-04,10,7
308,3793,2.083e-04,0,13
309,2013,2.081e-04,0,3
310,3928,2.074e-04,0,4
311,30,2.071e-04,2,14
312,2466,2.070e-04,0,12
313,1904,2.070e-04,10,19
314,7724,2.070e-04,10,8
315,3876,2.069e-04,0,15
316,1936,2.064e-04,0,10
317,2745,2.061e-04,0,5
318,381,2.059e-04,10,11
319,3384,2.054e-04,10,11
320,1102,2.053e-04,10,4
321,267,2.052e-04,10,19
322,4694,2.050e-04,0,15
323,6562,2.050e-04,10,3
324,1616,2.049e-04,0,11
325,2088,2.046e-04,0,11
326,1491,2.046e-04,0,18
327,2074,2.044e-04,0,10
328,815,2.042e-04,0,10
329,2878,2.042e-04,0,12
330,8169,2.042e-04,10,4
331,500,2.041e-04,0,8
332,340,2.038e-04,2,20
333,1322,2.037e-04,10,18
334,2602,2.037e-04,10,13
335,2245,2.036e-04,1,8
336,1487,2.035e-04,10,9
337,9348,2.034e-04,0,10
338,1528,2.034e-04,10,21
339,2215,2.034e-04,1,9
340,2787,2.033e-04,9,20
341,2285,2.032e-04,10,10
342,4315,2.031e-04,10,8
343,895,2.026e-04,0,6
344,3869,2.021e-04,0,2
345,1093,2.021e-04,0,9
346,6235,2.019e-04,0,9
347,2268,2.018e-04,10,15
348,850,2.016e-04,10,12
349,5500,2.015e-04,0,14
350,1185,2.015e-04,10,18
351,170,2.014e-04,10,18
352,87,2.013e-04,9,9
353,1900,2.011e-04,0,16
354,714,2.008e-04,10,17
355,614,2.006e-04,0,16
356,2447,2.005e-04,0,15
357,6813,2.004e-04,0,9
358,1299,2.000e-04,10,16
359,6620,2.000e-04,0,9
360,1037,1.996e-04,0,10
361,1021,1.996e-04,10,17
362,2469,1.994e-04,0,12
363,908,1.992e-04,0,5
364,319,1.987e-04,0,16
365,18,1.986e-04,0,11
366,8590,1.985e-04,10,3
367,2661,1.983e-04,12,11
368,1868,1.982e-04,0,12
369,110,1.978e-04,0,14
370,106,1.975e-04,9,17
371,521,1.975e-04,0,8
372,1165,1.973e-04,9,18
373,1042,1.972e-04,10,14
374,534,1.971e-04,0,14
375,2301,1.971e-04,1,9
376,6316,1.968e-04,0,7
377,1229,1.964e-04,10,11
378,2989,1.963e-04,10,11
379,3437,1.963e-04,0,2
380,6250,1.952e-04,10,8
381,3583,1.950e-04,10,10
382,374,1.946e-04,0,15
383,3568,1.946e-04,0,15
384,1571,1.945e-04,0,8
385,7423,1.945e-04,0,6
386,687,1.944e-04,0,11
387,1078,1.941e-04,0,11
388,700,1.941e-04,0,7
389,4336,1.940e-04,0,12
390,4389,1.939e-04,0,7
391,8310,1.939e-04,0,6
392,497,1.937e-04,0,12
393,2674,1.936e-04,10,12
394,5903,1.936e-04,10,10
395,6715,1.935e-04,0,10
396,2230,1.935e-04,0,10
397,5064,1.934e-04,10,10
398,1550,1.933e-04,0,17
399,2379,1.933e-04,4,6
400,4261,1.925e-04,10,5
401,4191,1.925e-04,0,14
402,976,1.924e-04,0,8
403,1196,1.924e-04,0,8
404,1114,1.923e-04,0,8
405,772,1.920e-04,0,12
406,1552,1.920e-04,10,17
407,4248,1.919e-04,10,4
408,1240,1.919e-04,0,13
409,190,1.918e-04,10,17
410,784,1.916e-04,0,6
411,1155,1.916e-04,0,15
412,1574,1.915e-04,0,17
413,3269,1.914e-04,1,2
414,1324,1.914e-04,10,13
415,8720,1.913e-04,0,6
416,3614,1.910e-04,9,10
417,1530,1.910e-04,0,9
418,2813,1.909e-04,0,20
419,8629,1.909e-04,0,2
420,1905,1.909e-04,10,19
421,9,1.908e-04,0,17
422,1632,1.907e-04,0,19
423,730,1.906e-04,0,14
424,2646,1.906e-04,0,11
425,3328,1.903e-04,0,3
426,3355,1.903e-04,10,10
427,2776,1.903e-04,0,6
428,1340,1.902e-04,0,16
429,1382,1.898e-04,10,11
430,430,1.897e-04,10,12
431,3639,1.897e-04,10,9
432,2212,1.896e-04,10,11
433,350,1.896e-04,0,8
434,2915,1.894e-04,10,10
435,1969,1.891e-04,0,7
436,3698,1.890e-04,10,6
437,2258,1.887e-04,0,5
438,6008,1.887e-04,10,11
439,3083,1.885e-04,0,9
440,596,1.885e-04,9,10
441,643,1.884e-04,0,11
442,2113,1.884e-04,10,6
443,1020,1.883e-04,0,9
444,2517,1.882e-04,10,7
445,1062,1.881e-04,0,14
446,5372,1.881e-04,10,10
447,5966,1.880e-04,1,11
448,978,1.880e-04,0,11
449,804,1.877e-04,0,8
450,6097,1.877e-04,10,13
451,870,1.874e-04,10,9
452,1207,1.872e-04,0,8
453,3438,1.872e-04,0,10
454,5387,1.872e-04,0,9
455,1057,1.870e-04,10,15
456,1294,1.870e-04,10,4
457,933,1.869e-04,0,9
458,3556,1.867e-04,34,8
459,3398,1.866e-04,0,10
460,3069,1.865e-04,0,10
461,7940,1.864e-04,10,5
462,3094,1.863e-04,10,12
463,2824,1.862e-04,0,7
464,4160,1.862e-04,0,6
465,4478,1.862e-04,0,10
466,5331,1.861e-04,0,3
467,1109,1.858e-04,10,12
468,1259,1.857e-04,0,12
469,649,1.856e-04,10,12
470,616,1.856e-04,0,7
471,4238,1.856e-04,0,8
472,1258,1.855e-04,10,8
473,1006,1.855e-04,0,9
474,2952,1.854e-04,10,14
475,1765,1.853e-04,9,15
476,1459,1.853e-04,10,6
477,766,1.853e-04,9,17
478,2053,1.853e-04,0,11
479,2398,1.850e-04,0,8
480,9780,1.849e-04,0,5
481,5121,1.848e-04,0,5
482,71,1.847e-04,0,16
483,6735,1.846e-04,0,6
484,282,1.841e-04,1,11
485,796,1.838e-04,0,18
486,1014,1.838e-04,0,15
487,1670,1.838e-04,10,10
488,593,1.838e-04,1,12
489,4551,1.837e-04,0,3
490,762,1.836e-04,10,15
491,6921,1.835e-04,1,1
492,5649,1.827e-04,0,8
493,466,1.827e-04,0,13
494,6402,1.825e-04,0,5
495,5589,1.824e-04,10,11
496,4957,1.824e-04,9,8
497,2290,1.823e-04,0,11
498,6786,1.822e-04,0,5
499,958,1.821e-04,10,9
500,2714,1.821e-04,9,8
501,2091,1.819e-04,8,16
502,1395,1.818e-04,0,12
503,58,1.814e-04,10,15
504,6873,1.813e-04,0,7
505,1031,1.812e-04,9,16
506,411,1.812e-04,10,15
507,3065,1.810e-04,10,15
508,985,1.809e-04,9,15
509,1568,1.807e-04,0,13
510,2058,1.806e-04,0,7
511,626,1.805e-04,0,9
512,4226,1.804e-04,10,10
513,512,1.803e-04,10,10
514,342,1.803e-04,0,12
515,2190,1.803e-04,0,7
516,7520,1.802e-04,0,3
517,661,1.801e-04,10,6
518,2011,1.800e-04,10,10
519,5740,1.798e-04,0,4
520,1385,1.797e-04,1,3
521,4735,1.796e-04,0,10
522,2854,1.795e-04,10,9
523,4998,1.795e-04,0,6
524,7186,1.793e-04,0,10
525,734,1.792e-04,1,8
526,2658,1.791e-04,9,15
527,621,1.791e-04,10,11
528,4195,1.790e-04,0,8
529,2807,1.789e-04,5,6
530,3344,1.788e-04,10,11
531,893,1.786e-04,10,6
532,3277,1.786e-04,0,10
533,217,1.785e-04,0,15
534,2504,1.785e-04,10,6
535,1218,1.782e-04,9,7
536,7650,1.781e-04,10,4
537,1039,1.780e-04,0,15
538,3366,1.780e-04,0,10
539,1315,1.780e-04,22,4
540,795,1.777e-04,0,13
541,1697,1.777e-04,10,15
542,1817,1.776e-04,0,9
543,2565,1.775e-04,0,15
544,454,1.771e-04,0,13
545,178,1.771e-04,0,13
546,3664,1.770e-04,0,4
547,1929,1.769e-04,10,7
548,1985,1.769e-04,0,10
549,6275,1.766e-04,0,4
550,4282,1.766e-04,0,11
551,2181,1.765e-04,10,12
552,69,1.765e-04,0,8
553,1480,1.764e-04,0,10
554,1175,1.764e-04,0,12
555,1824,1.762e-04,8,13
556,4826,1.761e-04,10,3
557,180,1.761e-04,10,10
558,4199,1.759e-04,9,9
559,1347,1.759e-04,9,12
560,2478,1.757e-04,0,6
561,2885,1.753e-04,0,12
562,2967,1.753e-04,0,8
563,7412,1.752e-04,10,3
564,2349,1.751e-04,0,12
565,1818,1.751e-04,1,7
566,393,1.750e-04,0,7
567,1562,1.750e-04,0,12
568,939,1.749e-04,0,6
569,3939,1.749e-04,0,1
570,759,1.749e-04,0,12
571,1088,1.749e-04,0,17
572,2710,1.748e-04,10,16
573,4830,1.747e-04,10,2
574,5206,1.745e-04,10,7
575,1011,1.743e-04,0,13
576,5863,1.743e-04,10,3
577,3861,1.743e-04,10,12
578,5179,1.743e-04,0,4
579,2570,1.742e-04,1,15
580,79,1.740e-04,0,10
581,756,1.739e-04,10,16
582,6613,1.739e-04,0,4
583,5226,1.738e-04,0,1
584,2895,1.738e-04,0,14
585,2564,1.737e-04,3,16
586,4403,1.736e-04,10,10
587,1320,1.736e-04,0,9
588,1547,1.736e-04,0,13
589,3680,1.735e-04,10,7
590,1009,1.735e-04,0,4
591,2433,1.733e-04,10,10
592,3763,1.731e-04,10,9
593,328,1.731e-04,10,11
594,176,1.731e-04,10,8
595,1244,1.731e-04,1,12
596,6945,1.729e-04,5,10
597,1345,1.729e-04,0,5
598,3743,1.729e-04,10,16
599,388,1.727e-04,0,11
600,2704,1.726e-04,0,9
601,3490,1.726e-04,0,13
602,2850,1.722e-04,0,2
603,3585,1.721e-04,0,8
604,314,1.720e-04,27,8
605,3092,1.719e-04,0,2
606,1053,1.718e-04,9,13
607,3527,1.717e-04,0,4
608,935,1.717e-04,9,9
609,1907,1.716e-04,0,9
610,266,1.716e-04,10,16
611,237,1.716e-04,10,14
612,3931,1.711e-04,0,8
613,1509,1.711e-04,0,6
614,2882,1.707e-04,10,11
615,803,1.706e-04,0,8
616,1652,1.705e-04,10,8
617,2037,1.704e-04,0,8
618,5017,1.703e-04,10,6
619,2693,1.702e-04,0,12
620,3966,1.702e-04,0,15
621,9138,1.699e-04,0,4
622,1504,1.698e-04,10,14
623,7551,1.698e-04,10,7
624,1600,1.697e-04,0,8
625,7693,1.697e-04,0,7
626,1797,1.697e-04,0,11
627,4755,1.697e-04,1,8
628,1330,1.696e-04,10,9
629,1773,1.693e-04,0,12
630,2310,1.691e-04,0,7
631,3905,1.690e-04,10,8
632,564,1.690e-04,0,15
633,1475,1.690e-04,0,9
634,1778,1.689e-04,0,7
635,3166,1.688e-04,0,10
636,5528,1.687e-04,6,9
637,275,1.687e-04,10,13
638,5322,1.687e-04,0,7
639,3038,1.686e-04,0,8
640,3638,1.685e-04,10,10
641,2472,1.685e-04,0,12
642,1764,1.684e-04,10,14
643,1451,1.684e-04,0,14
644,753,1.683e-04,10,12
645,1026,1.682e-04,10,8
646,8523,1.682e-04,1,1
647,2964,1.682e-04,0,9
648,2636,1.681e-04,0,7
649,7970,1.680e-04,0,2
650,4366,1.678e-04,0,12
651,615,1.677e-04,10,12
652,2031,1.676e-04,0,4
653,1306,1.676e-04,10,10
654,595,1.675e-04,9,6
655,2520,1.675e-04,10,5
656,1755,1.674e-04,10,7
657,686,1.674e-04,0,10
658,5136,1.674e-04,0,7
659,1741,1.673e-04,0,10
660,7327,1.672e-04,0,4
661,5070,1.671e-04,0,3
662,1960,1.671e-04,0,9
663,1795,1.670e-04,4,12
664,6006,1.668e-04,0,7
665,3024,1.666e-04,0,4
666,674,1.665e-04,10,8
667,1872,1.664e-04,0,12
668,270,1.664e-04,10,7
669,3343,1.663e-04,10,7
670,4929,1.662e-04,0,7
671,1708,1.661e-04,0,7
672,67,1.658e-04,0,9
673,5621,1.657e-04,1,8
674,1278,1.657e-04,0,12
675,750,1.656e-04,10,8
676,137,1.656e-04,10,14
677,3492,1.654e-04,1,4
678,642,1.654e-04,5,15
679,3127,1.654e-04,10,8
680,402,1.653e-04,0,10
681,429,1.653e-04,10,10
682,3486,1.652e-04,0,10
683,2075,1.650e-04,0,10
684,2848,1.649e-04,0,6
685,7710,1.649e-04,1,4
686,2444,1.648e-04,0,13
687,1953,1.646e-04,10,7
688,311,1.646e-04,9,13
689,7581,1.646e-04,0,3
690,4437,1.645e-04,10,9
691,2140,1.645e-04,0,8
692,1327,1.644e-04,10,8
693,900,1.642e-04,0,12
694,6439,1.641e-04,0,7
695,600,1.641e-04,0,10
696,7804,1.640e-04,0,10
697,1771,1.638e-04,0,10
698,1483,1.638e-04,0,14
699,631,1.637e-04,10,9
700,1222,1.635e-04,0,5
701,3101,1.635e-04,10,13
702,3590,1.633e-04,0,12
703,561,1.633e-04,0,12
704,9974,1.632e-04,10,4
705,3978,1.632e-04,0,7
706,1759,1.630e-04,0,6
707,2580,1.629e-04,9,14
708,4823,1.629e-04,0,3
709,1416,1.629e-04,0,6
710,5760,1.629e-04,0,1
711,7708,1.627e-04,1,4
712,1666,1.627e-04,0,9
713,202,1.626e-04,0,7
714,182,1.626e-04,0,10
715,833,1.626e-04,0,14
716,6104,1.624e-04,10,5
717,2597,1.624e-04,5,8
718,726,1.623e-04,5,9
719,1203,1.623e-04,10,10
720,5968,1.622e-04,10,6
721,1016,1.622e-04,0,9
722,2007,1.622e-04,10,8
723,5614,1.621e-04,1,5
724,4719,1.621e-04,0,13
725,2224,1.621e-04,1,2
726,2921,1.620e-04,0,2
727,913,1.619e-04,0,7
728,1230,1.619e-04,0,10
729,3565,1.617e-04,9,11
730,1714,1.616e-04,0,12
731,949,1.616e-04,0,6
732,4353,1.615e-04,10,13
733,1045,1.614e-04,0,10
734,5237,1.613e-04,0,3
735,396,1.612e-04,0,5
736,399,1.612e-04,0,12
737,6849,1.612e-04,10,8
738,547,1.610e-04,10,9
739,743,1.610e-04,0,14
740,1883,1.610e-04,10,13
741,9110,1.608e-04,10,6
742,5521,1.607e-04,0,6
743,1648,1.607e-04,1,6
744,3212,1.602e-04,10,10
745,1075,1.602e-04,0,9
746,5169,1.602e-04,0,6
747,5350,1.602e-04,0,12
748,542,1.601e-04,0,12
749,1664,1.601e-04,10,10
750,8813,1.600e-04,3,7
751,2765,1.600e-04,0,7
752,637,1.599e-04,10,12
753,3369,1.598e-04,0,14
754,52,1.596e-04,0,11
755,608,1.596e-04,0,8
756,1910,1.595e-04,0,13
757,3903,1.594e-04,10,7
758,4643,1.593e-04,10,15
759,187,1.593e-04,10,11
760,2990,1.591e-04,0,3
761,222,1.591e-04,0,6
762,3388,1.591e-04,0,11
763,11,1.589e-04,0,12
764,1368,1.588e-04,9,7
765,1770,1.588e-04,0,11
766,1172,1.587e-04,10,9
767,301,1.582e-04,1,9
768,1440,1.582e-04,10,8
769,2186,1.582e-04,0,11
770,1538,1.581e-04,9,11
771,3539,1.580e-04,0,9
772,7597,1.580e-04,10,4
773,620,1.580e-04,10,8
774,3376,1.579e-04,9,8
775,1659,1.578e-04,0,7
776,6,1.578e-04,0,8
777,2898,1.578e-04,10,8
778,1747,1.577e-04,7,12
779,570,1.577e-04,9,10
780,838,1.576e-04,10,9
781,134,1.576e-04,0,12
782,2819,1.575e-04,10,10
783,4919,1.574e-04,1,3
784,335,1.573e-04,10,7
785,1886,1.573e-04,0,10
786,1003,1.572e-04,9,13
787,1580,1.572e-04,0,7
788,975,1.572e-04,0,11
789,3652,1.571e-04,3,6
790,31,1.571e-04,0,11
791,2556,1.570e-04,0,6
792,3787,1.570e-04,0,8
793,487,1.569e-04,10,11
794,325,1.569e-04,0,12
795,996,1.568e-04,0,11
796,192,1.566e-04,9,12
797,3126,1.566e-04,9,6
798,4804,1.566e-04,10,7
799,3588,1.564e-04,0,7
800,6024,1.564e-04,0,7
801,910,1.563e-04,0,6
802,2086,1.562e-04,0,8
803,2188,1.562e-04,0,13
804,2863,1.561e-04,10,13
805,7318,1.559e-04,10,6
806,4139,1.558e-04,10,8
807,992,1.558e-04,10,9
808,2970,1.556e-04,0,10
809,1362,1.556e-04,0,5
810,1858,1.555e-04,0,13
811,874,1.555e-04,0,11
812,823,1.555e-04,10,5
813,3123,1.555e-04,2,3
814,491,1.554e-04,0,9
815,7238,1.553e-04,0,9
816,2625,1.553e-04,0,8
817,752,1.553e-04,0,11
818,3324,1.553e-04,0,7
819,675,1.552e-04,10,7
820,3458,1.552e-04,0,12
821,923,1.551e-04,10,10
822,5096,1.551e-04,9,10
823,1851,1.551e-04,10,5
824,120,1.550e-04,10,13
825,717,1.550e-04,10,6
826,2785,1.550e-04,9,13
827,1884,1.548e-04,10,13
828,3681,1.547e-04,0,8
829,2440,1.547e-04,10,6
830,2127,1.546e-04,10,9
831,2389,1.545e-04,10,14
832,540,1.545e-04,0,7
833,569,1.545e-04,10,10
834,2887,1.545e-04,0,1
835,591,1.545e-04,10,4
836,5346,1.544e-04,0,10
837,613,1.543e-04,0,9
838,3520,1.543e-04,3,7
839,515,1.542e-04,10,11
840,4951,1.542e-04,0,12
841,7483,1.542e-04,10,14
842,801,1.541e-04,0,11
843,6705,1.541e-04,0,4
844,1919,1.540e-04,10,12
845,1647,1.539e-04,0,12
846,4037,1.539e-04,5,10
847,2279,1.539e-04,0,5
848,2637,1.539e-04,8,3
849,3530,1.538e-04,10,14
850,1974,1.537e-04,9,6
851,1806,1.536e-04,0,10
852,7488,1.536e-04,0,7
853,4077,1.535e-04,10,13
854,2154,1.535e-04,0,12
855,636,1.534e-04,1,10
856,6010,1.533e-04,0,2
857,8577,1.532e-04,4,3
858,1630,1.532e-04,10,3
859,3635,1.532e-04,10,4
860,5160,1.531e-04,0,4
861,1512,1.531e-04,10,2
862,440,1.531e-04,0,11
863,1964,1.531e-04,0,11
864,5321,1.530e-04,0,11
865,89,1.530e-04,10,10
866,1760,1.530e-04,10,6
867,5443,1.529e-04,0,13
868,4655,1.529e-04,10,10
869,3056,1.528e-04,0,11
870,3525,1.527e-04,0,10
871,308,1.527e-04,10,6
872,4947,1.526e-04,10,11
873,1789,1.525e-04,0,7
874,2045,1.525e-04,10,3
875,354,1.525e-04,10,7
876,5680,1.525e-04,0,1
877,1243,1.524e-04,10,6
878,4193,1.524e-04,0,9
879,1921,1.522e-04,0,12
880,1633,1.522e-04,10,10
881,3093,1.520e-04,10,13
882,610,1.520e-04,9,10
883,1595,1.520e-04,9,5
884,4888,1.518e-04,1,2
885,232,1.518e-04,0,4
886,375,1.518e-04,9,9
887,855,1.518e-04,10,12
888,6815,1.517e-04,10,5
889,5164,1.517e-04,0,4
